
TASK NUMBER AND PRIORITIES
0	608
3	599
4	550
8	535
12	528
2	460
16	451
7	440
11	417
15	414
20	401
24	385
6	367
1	363
5	357
19	348
9	347
23	327
28	323
10	320
14	309
27	297
13	291
32	268
17	259
18	254
21	253
31	246
22	221
26	220
25	218
36	215
35	209
29	192
40	180
30	171
39	169
43	161
33	157
37	147
41	145
44	124
34	112
38	100
48	99
42	96
45	95
47	87
46	60
49	56

ELEMENTS OF FETC MATRIX

4.207388e+006, 2.044372e+006, 9.936805e+004
1.054812e+006, 1.720040e+005, 1.634743e+004
3.670165e+006, 4.006000e+005, 1.710706e+004
5.140317e+006, 2.758380e+006, 1.171876e+005
1.070078e+006, 3.558066e+005, 1.435342e+004
5.725519e+006, 1.822047e+006, 1.799328e+004
1.385335e+006, 4.352403e+005, 1.321398e+004
5.409777e+006, 2.175440e+005, 9.004395e+003
9.641842e+005, 5.452830e+005, 6.630569e+003
5.749509e+006, 2.350460e+006, 1.171401e+005
3.104350e+006, 1.455636e+006, 1.379665e+005
4.872070e+006, 2.711347e+006, 1.078664e+005
3.489351e+005, 2.121688e+005, 1.191629e+004
3.920239e+006, 1.414575e+006, 9.181928e+004
7.081296e+006, 4.109501e+006, 2.730688e+005
7.538311e+006, 2.473643e+006, 2.299415e+004
2.281382e+006, 1.240733e+006, 2.953329e+005
2.680421e+005, 6.628907e+004, 2.591864e+004
2.407130e+006, 7.688044e+005, 1.311167e+005
2.359850e+006, 1.309201e+006, 1.119207e+005
1.465965e+006, 6.339776e+005, 1.393306e+005
1.846793e+006, 1.133878e+006, 4.798707e+005
1.226060e+006, 4.536186e+005, 9.488455e+004
1.281423e+006, 4.113533e+005, 1.028854e+005
1.139889e+006, 6.043034e+005, 2.508868e+005
8.869446e+005, 1.068528e+005, 4.505387e+004
9.069240e+005, 4.154369e+005, 1.677140e+005
1.620995e+006, 8.399271e+005, 2.713302e+005
2.143204e+006, 1.713001e+006, 3.604048e+005
2.348030e+006, 9.245257e+005, 1.475749e+005
5.617082e+005, 5.608007e+004, 2.132497e+004
2.302200e+006, 3.709937e+005, 1.247890e+005
