
TASK NUMBER AND PRIORITIES
0	429
1	404
3	372
5	368
7	361
12	303
9	297
4	283
16	235
11	223
13	221
17	206
15	205
23	186
2	176
20	173
21	154
6	144
8	144
19	117
18	102
24	100
10	95
14	87
25	83
28	76
27	75
22	70
26	45
29	28

9.812624e+004, 3.577572e+004, 1.479439e+004
3.754720e+005, 1.181972e+005, 1.989013e+004
8.301138e+004, 2.730843e+004, 9.677536e+003
1.257968e+005, 5.668541e+004, 3.154557e+004
1.590255e+005, 1.698824e+004, 7.784231e+003
1.149805e+005, 1.106328e+004, 2.970025e+003
3.569783e+005, 4.296107e+004, 2.469729e+004
9.776636e+004, 3.296406e+004, 8.804786e+003
1.094224e+005, 4.168990e+004, 2.220573e+004
3.060356e+005, 9.106091e+004, 3.847127e+004
2.466757e+005, 3.791948e+004, 6.904442e+003
5.148846e+005, 9.207354e+004, 1.614574e+004
2.825400e+005, 1.716587e+004, 1.181744e+004
2.595137e+005, 6.756790e+004, 2.672050e+004
4.072907e+005, 4.547323e+004, 1.544564e+004
3.268888e+005, 1.183331e+005, 5.899013e+004
8.654808e+004, 2.668596e+004, 2.059220e+004
7.400617e+004, 1.394927e+004, 4.201271e+003
2.192407e+005, 2.288571e+004, 4.859835e+003
4.057311e+005, 1.126262e+005, 1.017846e+005
2.325951e+005, 1.078856e+005, 2.495823e+004
6.316797e+004, 8.897396e+003, 6.048908e+003
1.164940e+005, 5.745766e+004, 4.041009e+004
3.116734e+005, 5.269761e+004, 3.163534e+004
8.644809e+005, 1.002341e+004, 3.516436e+003
2.079995e+006, 7.817615e+004, 1.909514e+004
1.935460e+006, 5.985177e+004, 2.022401e+004
1.071310e+006, 4.130706e+004, 5.456209e+003
1.636751e+006, 1.902250e+004, 5.786290e+003
3.729699e+005, 6.263538e+003, 9.154011e+002
2.084915e+006, 7.029014e+004, 6.241801e+003
6.682222e+005, 5.911587e+003, 1.654782e+003
1.108940e+006, 4.175344e+004, 5.149234e+003
1.862848e+005, 4.981633e+003, 1.534852e+003
1.673715e+006, 5.964288e+004, 1.178935e+004
1.271558e+006, 1.843306e+004, 4.323833e+002
4.794492e+006, 2.646849e+005, 4.773797e+004
1.021639e+006, 6.770595e+005, 6.324643e+004
2.649580e+006, 1.333975e+006, 1.819297e+005
6.919986e+006, 4.480665e+006, 6.653840e+005
5.473934e+006, 3.883082e+006, 3.881656e+005
6.503561e+006, 2.558160e+006, 4.302546e+005
5.995652e+006, 4.377525e+006, 1.429879e+005
3.298383e+006, 2.625442e+006, 1.210334e+005
1.673247e+006, 8.243421e+004, 1.603854e+004
6.134604e+006, 4.899324e+006, 2.086619e+005
3.978904e+006, 1.978137e+006, 3.205199e+005
4.026803e+006, 2.186602e+005, 1.706233e+004
4.521747e+005, 1.962711e+005, 9.094137e+004
1.627675e+006, 8.553445e+005, 1.214081e+005
1.561028e+006, 1.030494e+006, 6.194873e+005
1.154981e+006, 8.940923e+005, 4.753695e+005
2.105733e+006, 1.286881e+006, 8.151817e+005
3.182135e+006, 1.208277e+005, 6.389790e+004
3.449258e+006, 9.093017e+005, 2.000281e+005
1.247106e+006, 3.008054e+005, 5.431287e+004
2.473965e+006, 1.429801e+006, 7.393936e+004
1.615850e+005, 1.448489e+005, 3.936478e+004
4.208787e+006, 2.517875e+006, 2.135862e+006
3.323608e+006, 1.102053e+005, 3.868014e+004
1.475688e+006, 5.573119e+005, 2.712257e+004
1.423726e+006, 3.723063e+005, 1.735308e+005
1.264847e+006, 4.537581e+005, 1.214381e+005
4.252220e+005, 4.608794e+004, 1.525301e+004
5.371753e+005, 1.612924e+005, 9.372539e+004
5.291964e+005, 1.939827e+005, 8.067657e+004
5.975652e+005, 7.761324e+004, 2.942983e+004
1.173389e+006, 5.689283e+005, 1.544319e+005
4.860109e+005, 1.398757e+005, 3.558251e+004
5.782165e+005, 1.840112e+005, 6.016762e+004
3.387512e+005, 5.376366e+004, 3.130127e+004
8.430147e+005, 3.413293e+005, 2.310841e+005
4.004254e+006, 1.828935e+006, 1.727486e+005
6.513355e+006, 3.618566e+006, 5.709403e+005
6.393921e+006, 1.036008e+006, 2.848210e+005
6.798502e+006, 3.557312e+006, 9.892668e+005
2.423004e+006, 1.010928e+006, 7.159669e+004
7.292161e+006, 6.831750e+006, 3.417446e+005
4.728569e+006, 2.039465e+006, 3.626984e+005
1.353824e+006, 5.404294e+005, 1.122076e+005
5.435467e+006, 1.607552e+006, 2.496022e+005
7.531028e+006, 4.701846e+006, 3.101431e+005
5.653931e+006, 3.122022e+006, 8.361739e+005
3.378970e+006, 3.037858e+006, 1.150060e+005
5.182530e+005, 7.734661e+004, 1.701719e+004
4.243630e+005, 1.044540e+005, 5.172144e+004
1.824081e+006, 2.492260e+005, 1.022858e+005
1.317713e+006, 4.102863e+005, 1.872832e+005
8.498561e+005, 3.737048e+005, 6.057958e+003
2.076988e+005, 2.181681e+004, 7.161115e+003
5.144682e+005, 8.505743e+004, 4.479506e+004
4.201134e+005, 1.823392e+005, 3.993032e+004
1.958276e+006, 1.118361e+005, 1.768632e+004
1.201379e+006, 3.173083e+005, 1.872470e+005
2.058873e+006, 1.472520e+005, 7.432384e+003
4.887049e+005, 2.534346e+004, 1.267690e+004
7.056508e+006, 1.262435e+006, 3.230178e+005
1.741867e+006, 4.002776e+005, 5.671364e+004
3.525882e+006, 1.424686e+005, 1.783005e+004
4.309163e+006, 1.159667e+006, 1.342123e+005
1.005468e+006, 3.091383e+005, 4.930212e+004
2.368292e+006, 1.240312e+005, 2.849081e+004
6.629830e+006, 1.223570e+006, 1.489547e+005
